country,year,sector,emissions_mt,gdp_usd,population,emissions_per_capita,emissions_per_gdp
UK,2023,Ground Transport,49.572089,,,,
UK,2023,Industry,26.3045339,,,,
UK,2023,International Aviation,12.980848,,,,
UK,2023,Power,24.396043,,,,
UK,2023,Residential,44.14118,,,,
US,2019,Domestic Aviation,173.726669,8.51E+13,7811293698,0.022240448,2.04E-06
US,2019,Ground Transport,1645.393,8.51E+13,7811293698,0.210642829,1.93E-05
US,2019,Industry,999.59399,8.51E+13,7811293698,0.12796779,1.17E-05
US,2019,International Aviation,81.642573,8.51E+13,7811293698,0.010451863,9.59E-07
US,2019,Power,1605.90748,8.51E+13,7811293698,0.205587902,1.89E-05
US,2019,Residential,605.181931,8.51E+13,7811293698,0.07747525,7.11E-06
US,2020,Domestic Aviation,120.984351,8.27E+13,7887001292,0.015339715,1.46E-06
US,2020,Ground Transport,1486.67138,8.27E+13,7887001292,0.188496404,1.80E-05
US,2020,Industry,953.19769,8.27E+13,7887001292,0.120856794,1.15E-05
US,2020,International Aviation,44.2133491,8.27E+13,7887001292,0.00560585,5.35E-07
US,2020,Power,1436.34825,8.27E+13,7887001292,0.182115889,1.74E-05
US,2020,Residential,556.161502,8.27E+13,7887001292,0.070516218,6.73E-06
US,2021,Domestic Aviation,158.896452,8.79E+13,7954448391,0.019975798,1.81E-06
US,2021,Ground Transport,1592.58902,8.79E+13,7954448391,0.200213634,1.81E-05
US,2021,Industry,976.61484,8.79E+13,7954448391,0.122775935,1.11E-05
US,2021,International Aviation,53.9284084,8.79E+13,7954448391,0.006779654,6.14E-07
US,2021,Power,1535.52532,8.79E+13,7954448391,0.193039824,1.75E-05
US,2021,Residential,564.169718,8.79E+13,7954448391,0.070925059,6.42E-06
US,2022,Domestic Aviation,155.043937,9.08E+13,8021407192,0.01932877,1.71E-06
US,2022,Ground Transport,1555.16241,9.08E+13,8021407192,0.193876507,1.71E-05
US,2022,Industry,1025.14618,9.08E+13,8021407192,0.127801289,1.13E-05
US,2022,International Aviation,65.957132,9.08E+13,8021407192,0.008222639,7.26E-07
US,2022,Power,1642.69434,9.08E+13,8021407192,0.204788798,1.81E-05
US,2022,Residential,604.446453,9.08E+13,8021407192,0.075354166,6.66E-06
US,2023,Domestic Aviation,64.490631,,,,
US,2023,Ground Transport,642.82423,,,,
US,2023,Industry,425.84697,,,,
US,2023,International Aviation,28.500289,,,,
US,2023,Power,571.60212,,,,
US,2023,Residential,259.359729,,,,
WORLD,2019,Domestic Aviation,363.702319,8.51E+13,7811293698,0.046561086,4.27E-06
WORLD,2019,Ground Transport,6508.0784,8.51E+13,7811293698,0.833162681,7.65E-05
WORLD,2019,Industry,10746.3213,8.51E+13,7811293698,1.37574155,0.000126279
WORLD,2019,International Aviation,632.65734,8.51E+13,7811293698,0.080992645,7.43E-06
WORLD,2019,Power,13525.4216,8.51E+13,7811293698,1.731521323,0.000158936
WORLD,2019,Residential,3568.18312,8.51E+13,7811293698,0.456797972,4.19E-05
WORLD,2020,Domestic Aviation,251.684329,8.27E+13,7887001292,0.031911283,3.04E-06
WORLD,2020,Ground Transport,5798.95333,8.27E+13,7887001292,0.735254518,7.01E-05
WORLD,2020,Industry,10475.2693,8.27E+13,7887001292,1.328168833,0.000126666
WORLD,2020,International Aviation,278.123846,8.27E+13,7887001292,0.035263573,3.36E-06
WORLD,2020,Power,13138.537,8.27E+13,7887001292,1.665846944,0.00015887
WORLD,2020,Residential,3511.25726,8.27E+13,7887001292,0.445195472,4.25E-05
WORLD,2021,Domestic Aviation,315.989232,8.79E+13,7954448391,0.039724845,3.59E-06
WORLD,2021,Ground Transport,6306.9338,8.79E+13,7954448391,0.792881353,7.18E-05
WORLD,2021,Industry,10986.457,8.79E+13,7954448391,1.381171448,0.000124988
WORLD,2021,International Aviation,327.422574,8.79E+13,7954448391,0.041162197,3.72E-06
WORLD,2021,Power,14046.5038,8.79E+13,7954448391,1.76586774,0.000159801
WORLD,2021,Residential,3524.67559,8.79E+13,7954448391,0.443107481,4.01E-05
WORLD,2022,Domestic Aviation,313.062037,9.08E+13,8021407192,0.039028319,3.45E-06
WORLD,2022,Ground Transport,6466.5151,9.08E+13,8021407192,0.806157192,7.12E-05
WORLD,2022,Industry,11116.855,9.08E+13,8021407192,1.385898351,0.000122432
WORLD,2022,International Aviation,472.739218,9.08E+13,8021407192,0.058934699,5.21E-06
WORLD,2022,Power,14192.2274,9.08E+13,8021407192,1.769293973,0.000156302
WORLD,2022,Residential,3558.06327,9.08E+13,8021407192,0.443570958,3.92E-05
WORLD,2023,Domestic Aviation,142.162249,,,,
WORLD,2023,Ground Transport,2747.0238,,,,
WORLD,2023,Industry,4556.0642,,,,
WORLD,2023,International Aviation,217.4954,,,,
WORLD,2023,Power,5709.5459,,,,
WORLD,2023,Residential,1741.69741,,,,
